bodyname; position x; position y; position z
neptune; 20.481289459623095; -22.019046044482558; -0.01832788183144248
sun; 0.006140271053794169; -0.002077824142997975; -0.00014729529646820947
jupiter; -5.39418804686905; 0.7554439064832302; 0.11754384932731282
saturn; -2.4852112263266504; 8.702490115352875; -0.0522139525804956
uranus; 18.026582033209962; -8.775360082718185; -0.26643377630076315
neptune; 20.762674340062947; -21.748431469550493; -0.03036744315910759
sun; 0.006329364815932535; -0.001055094908424151; -0.00015826202326492744
jupiter; -5.461519410720011; -0.15835926768751474; 0.12284175446817536
saturn; -3.2005383519249353; 8.478014347175137; -0.019841596271722467
uranus; 18.237942617886578; -8.343112301823812; -0.26757508955164333
neptune; 21.048689161137474; -21.46603812255578; -0.042755791455662565
sun; 0.006300236398956503; -0.0011768206408177618; -0.00015911499979140127
jupiter; -5.3627255080797145; -1.0931912200130809; 0.12450961646575713
saturn; -3.9145742293018793; 8.189698108024105; 0.013587936819724826
uranus; 18.44392277070472; -7.893294380379914; -0.2685814901023738
neptune; 21.338962144295436; -21.171584801960503; -0.05549015643936772
sun; 0.006329232092857713; -9.956336732448766e-05; -0.00016695684731281966
jupiter; -5.087729066454434; -2.018414368165937; 0.1221948051327479
saturn; -4.620514775552881; 7.835058865421004; 0.04784695280802791
uranus; 18.643432605936574; -7.425767885967145; -0.26943832273155727
neptune; 21.633103674488734; -20.864790359012623; -0.06856735771748845
sun; 0.006123340805909235; -0.0002627013759205934; -0.0001638523818202759
jupiter; -4.6317429814014455; -2.8995344670388534; 0.1156470416085647
saturn; -5.31097754823125; 7.412344891232232; 0.08267210048787992
uranus; 18.83534255693652; -6.9404350104273815; -0.2701305701450173
neptune; 21.930706063949998; -20.54537458338022; -0.08198377887915002
sun; 0.005980072372637611; 0.000804621642316855; -0.00016796792422190274
jupiter; -3.9964732862892776; -3.6988156697384498; 0.10474788277659264
saturn; -5.978086157256617; 6.920651818725904; 0.11776561418315297
uranus; 19.018483595781223; -6.437242954908559; -0.270642866810164
neptune; 22.231342881340492; -20.213059033498784; -0.0957353376930268
sun; 0.005597502759808003; 0.0005291937452664473; -0.00016054078739967845
jupiter; -3.1914959205301154; -4.376188945044963; 0.08954528385797447
saturn; -6.613558706494605; 6.360018145401643; 0.1527972617403258
uranus; 19.191648611425993; -5.9161876228399395; -0.270959536023229
neptune; 22.534568776226163; -19.867567994698902; -0.1098174596969559
sun; 0.005296887227017605; 0.0015110736211512508; -0.00016086637654734023
jupiter; -2.235619640756244; -4.890590682825655; 0.07028966777392745
saturn; -7.208833323190803; 5.731518545095521; 0.18740761443603451
uranus; 19.353593076725183; -5.377318348923296; -0.27106461010805866
neptune; 22.839918803770274; -19.508629396438888; -0.12422504691010754
sun; 0.004770068238551444; 0.0010458676372846483; -0.0001494259484694342
jupiter; -1.1583228403111367; -5.201925295334859; 0.04747420488720071
saturn; -7.755190737558737; 5.037334004791561; 0.22121180823801218
uranus; 19.50303688253089; -4.8207416696274175; -0.27094187490700167
neptune; 23.14690833000396; -19.135975837856904; -0.13895245129990563
sun; 0.004364623404792515; 0.0018666213841258717; -0.00014671813296725125
jupiter; -0.0008871883117560521; -5.273695917278149; 0.021871119594569725
saturn; -8.243911750619302; 4.280806427472597; 0.2538047446207905
uranus; 19.6386655353319; -4.246626372489823; -0.2705748976308325
neptune; 23.45503237520529; -18.74934559832001; -0.15399344222293587
sun; 0.003768231735346233; 0.001142969896319429; -0.00013253712936910786
jupiter; 1.1829199989497687; -5.076649362714388; -0.005437930660599432
saturn; -8.666424368560207; 3.4664720105726987; 0.2847664835266396
uranus; 19.759132473624565; -3.655207269902012; -0.2699470795137651
neptune; 23.763765637179368; -18.348483731353554; -0.169341180215985
sun; 0.0033557374824767605; 0.0017477863168139176; -0.00012863563420591694
jupiter; 2.3272136095916833; -4.593188983768531; -0.03305174269687175
saturn; -9.014477848678318; 2.6000666694686454; 0.313668947114409
uranus; 19.86306091434845; -3.046790498495709; -0.26904169324748833
neptune; 24.07256189793581; -17.9331431936002; -0.18498818334252637
sun; 0.002809528491922634; 0.0007331642466863509; -0.00011413210957093242
jupiter; 3.3560348534620434; -3.822697313056212; -0.05927323539939667
saturn; -9.28030120767432; 1.6885163805577923; 0.34008253123639126
uranus; 19.949046744683113; -2.4217571634337007; -0.26784194533707406
