bodyname; position x; position y; position z
uranus;-13.1706;-13.2391;0.121701
neptune;7.22011;-29.3685;0.43799
sun;0.0146552;-0.00380655;-0.000384028
jupiter;-4.56059;2.84073;0.0877707
saturn;-7.93568;4.71545;0.24459
uranus;-7.26976;-17.5078;0.0307874
neptune;12.5867;-27.4302;0.274503
sun;0.00828932;0.00632301;-0.000324065
jupiter;1.64665;-4.92759;-0.0140651
saturn;-8.34642;-5.02922;0.420766
uranus;-0.319057;-19.273;-0.0646745
neptune;17.5022;-24.5086;0.101171
sun;0.00721239;-0.0020633;-0.000237432
jupiter;-0.131226;5.1187;-0.02048
saturn;-0.48324;-10.0647;0.184297
uranus;6.68408;-18.4091;-0.151426
neptune;21.7861;-20.7029;-0.0758157
sun;0.00735805;0.00545233;-0.000217022
jupiter;-3.2504;-4.35006;0.0915464
saturn;7.85763;-6.04992;-0.219594
uranus;12.8233;-15.1447;-0.218514
neptune;25.2788;-16.1455;-0.25005
sun;-0.000438103;-0.0042242;3.67231e-05
jupiter;4.30731;2.4105;-0.106114
saturn;8.73097;3.50244;-0.411205
uranus;17.3598;-9.97833;-0.258281
neptune;27.8481;-10.9986;-0.415154
sun;0.0111027;-0.00397505;-0.000243341
jupiter;-5.47062;-0.102433;0.121232
saturn;0.370029;9.04794;-0.162583
uranus;19.78;-3.59149;-0.266571
neptune;29.3948;-5.44804;-0.565016
sun;0.0043769;-0.000516799;-0.000171408
jupiter;4.1628;-2.83215;-0.0790523
saturn;-8.36588;3.98998;0.274313
uranus;19.8154;3.22882;-0.242741
neptune;29.8574;0.303306;-0.694035
sun;0.011433;-0.00503495;-0.000333528
jupiter;-3.21086;4.20322;0.0515844
saturn;-7.94449;-5.7184;0.415596
uranus;17.4522;9.65593;-0.189566
neptune;29.2152;6.04334;-0.797365
sun;0.00656203;0.00475975;-0.000237497
jupiter;-0.273154;-5.28503;0.0301185
saturn;0.282948;-10.0836;0.152987
uranus;12.937;14.887;-0.113067
neptune;27.4897;11.5592;-0.871122
sun;0.00266836;-0.00650515;-3.66882e-05
jupiter;1.84081;4.68131;-0.0620252
saturn;8.27807;-5.39014;-0.24809
uranus;6.77655;18.2147;-0.0222487
neptune;24.744;16.6461;-0.912545
sun;0.00926971;-0.00218299;-0.000163532
jupiter;-4.56778;-3.01393;0.114616
saturn;8.32806;4.24907;-0.407284
uranus;-0.278539;19.1136;0.0714034
neptune;21.0805;21.1153;-0.920112
sun;0.00327054;-0.00694546;-3.3995e-05
jupiter;4.9284;0.426356;-0.110695
saturn;-0.531556;9.02425;-0.125441
uranus;-7.28511;17.3418;0.154933
neptune;16.6361;24.8021;-0.893597
sun;0.015738;-0.00649221;-0.000368271
jupiter;-5.1264;1.74732;0.105096
saturn;-8.74348;3.1859;0.303133
uranus;-13.216;13.0331;0.21564
neptune;11.5774;27.5727;-0.834077
sun;0.00827475;0.00222638;-0.000263672
jupiter;2.77614;-4.31991;-0.0414891
saturn;-7.44426;-6.40366;0.406311
uranus;-17.1306;6.74438;0.243488
neptune;6.09286;29.3289;-0.743874
sun;0.0101677;-0.00534092;-0.000233966
jupiter;-1.40793;4.98604;0.00812387
saturn;1.12674;-10.0161;0.11709
uranus;-18.3749;-0.592767;0.233391
neptune;0.38539;30.0111;-0.626439
sun;0.00895488;0.0029233;-0.000185882
jupiter;-2.16917;-4.93287;0.0705582
saturn;8.69318;-4.61606;-0.277766
uranus;-16.7439;-7.83865;0.186759
neptune;-5.33602;29.6007;-0.486199
sun;0.00385704;-0.00752991;1.25405e-06
jupiter;3.52589;3.48597;-0.0938107
saturn;7.85758;5.02125;-0.400314
uranus;-12.5317;-13.8825;0.111314
neptune;-10.8643;28.1193;-0.328369
sun;0.0149588;-0.00377702;-0.000300476
jupiter;-5.32411;-1.30236;0.123455
saturn;-1.42211;8.94306;-0.0870039
uranus;-6.44601;-17.8638;0.0191821
neptune;-16.002;25.6271;-0.158738
sun;0.00747863;-0.00134786;-0.000214094
jupiter;4.71632;-1.63405;-0.0965551
saturn;-9.03814;2.38755;0.328545
uranus;0.567402;-19.3026;-0.0758149
neptune;-20.5683;22.2198;0.01656
sun;0.0152258;-0.00328372;-0.00040284
jupiter;-4.14067;3.38158;0.0756517
saturn;-6.92606;-7.01644;0.395103
uranus;7.51312;-18.1211;-0.16065
neptune;-24.4048;18.0241;0.191274
sun;0.00771092;0.00576842;-0.000249415
jupiter;0.97628;-5.13633;0.00212421
saturn;1.89386;-9.90117;0.0835258
uranus;13.4918;-14.5876;-0.224747
neptune;-27.3809;13.1928;0.359244
sun;0.00596478;-0.00564382;-0.000108689
jupiter;0.590191;5.05292;-0.0363329
saturn;8.99804;-3.87644;-0.302771
uranus;17.7892;-9.22929;-0.260815
neptune;-29.3967;7.89877;0.514616
sun;0.0105709;0.000197461;-0.000222276
jupiter;-3.77415;-3.92771;0.101366
saturn;7.31508;5.69771;-0.389434
uranus;19.921;-2.74423;-0.265163
neptune;-30.3865;2.32893;0.652028
sun;0.00530753;-0.00608319;-0.000125192
jupiter;4.62899;1.72859;-0.110077
saturn;-2.30976;8.75327;-0.0477416
uranus;19.6517;4.0722;-0.237579
neptune;-30.3197;-3.32209;0.76677
sun;0.0169481;-0.00290537;-0.000463003
jupiter;-5.4194;0.571372;0.116776
saturn;-9.26467;1.53466;0.351761
uranus;17.0001;10.3925;-0.181224
neptune;-29.2016;-8.85807;0.854925
sun;0.00746875;0.00358717;-0.000302499
jupiter;3.72871;-3.4404;-0.0663662
saturn;-6.31683;-7.60296;0.379412
uranus;12.2458;15.4214;-0.102495
neptune;-27.0724;-14.0875;0.91348
sun;0.0110432;-0.00334347;-0.000310256
jupiter;-2.59766;4.55905;0.036027
saturn;2.72129;-9.68755;0.045706
uranus;5.92711;18.4689;-0.0107418
neptune;-24.0061;-18.8295;0.94042
sun;0.0077325;0.00429818;-0.00021658
jupiter;-0.977886;-5.24483;0.0458822
saturn;9.27472;-3.02471;-0.328074
uranus;-1.17749;19.0392;0.0823122
neptune;-20.1082;-22.9196;0.934786
sun;0.00521205;-0.00726481;-8.90868e-05
jupiter;2.50323;4.32314;-0.0753172
saturn;6.69509;6.38216;-0.374815
uranus;-8.10706;16.9325;0.163653
neptune;-15.5123;-26.2144;0.896706
sun;0.0151006;-0.00109906;-0.000379113
jupiter;-4.91119;-2.42951;0.119487
saturn;-3.18255;8.49856;-0.00716801
uranus;-13.8343;12.3355;0.220773
neptune;-10.3761;-28.5965;0.827402
sun;0.0073428;-0.000517389;-0.000266604
jupiter;4.94747;-0.328589;-0.107603
saturn;-9.41189;0.685751;0.371856
uranus;-17.442;5.85796;0.244083
neptune;-4.8771;-29.979;0.729165
sun;0.0153762;-0.000244504;-0.00045085
jupiter;-4.84448;2.37933;0.0955502
saturn;-5.69615;-8.12457;0.362421
uranus;-18.3249;-1.53239;0.2293
neptune;0.793423;-30.3082;0.605305
sun;0.00569054;0.00715387;-0.000224766
jupiter;2.16112;-4.68757;-0.0258287
saturn;3.46679;-9.44274;0.0108876
uranus;-16.3419;-8.68531;0.178654
neptune;6.43595;-29.5663;0.460051
sun;0.00623435;-0.0040944;-0.000126909
jupiter;-0.696822;5.10357;-0.00844327
saturn;9.44749;-2.23112;-0.348413
uranus;-11.8473;-14.5101;0.100513
neptune;11.8497;-27.773;0.29843
sun;0.00868201;0.00259504;-0.000198965
jupiter;-2.79115;-4.63497;0.0831081
saturn;6.02559;6.95398;-0.356854
uranus;-5.58973;-18.1891;0.00735804
neptune;16.8393;-24.9857;0.126121
sun;0.00452926;-0.00508704;-0.000120551
jupiter;4.00819;2.90694;-0.101894
saturn;-4.02445;8.14114;0.0329991
uranus;1.46867;-19.2938;-0.0869651
neptune;21.2222;-21.2982;-0.0507336
sun;0.0146204;0.000377933;-0.000424057
jupiter;-5.43583;-0.630245;0.122624
saturn;-9.48161;-0.193972;0.388963
uranus;8.33782;-17.7945;-0.169677
neptune;24.8355;-16.8384;-0.22575
sun;0.00351915;0.00399032;-0.000199102
jupiter;4.43646;-2.34455;-0.0868277
saturn;-4.99542;-8.59853;0.34097
uranus;14.1386;-13.9976;-0.230601
neptune;27.5426;-11.7645;-0.392532
sun;0.00832056;-0.00232949;-0.000226506
jupiter;-3.63753;3.87028;0.0619123
saturn;4.25123;-9.08676;-0.0275391
uranus;18.1851;-8.4567;-0.2629
neptune;29.2393;-6.25919;-0.544915
sun;0.00296799;0.0035963;-8.13633e-05
jupiter;0.259499;-5.26946;0.0190045
saturn;9.5664;-1.32693;-0.368032
uranus;20.0239;-1.8867;-0.263294
neptune;29.8585;-0.523573;-0.677212
sun;0.00323974;-0.00920497;-1.91493e-05
jupiter;1.31428;4.86835;-0.0518356
saturn;5.26815;7.51765;-0.334511
uranus;19.4506;4.91052;-0.232037
neptune;29.3731;5.23116;-0.784451
sun;0.0116579;-0.00189162;-0.000288879
jupiter;-4.25511;-3.43357;0.109776
saturn;-4.84548;7.71403;0.0742472
uranus;16.5178;11.1096;-0.172694
neptune;27.7985;10.7918;-0.862591
sun;0.0046502;-0.00408154;-0.000172946
jupiter;4.83832;0.990598;-0.111257
saturn;-9.47302;-1.06684;0.402907
uranus;11.5376;15.9253;-0.0920013
neptune;25.192;15.9518;-0.908697
sun;0.0133046;-0.00241311;-0.000363971
jupiter;-5.29246;1.24989;0.110528
saturn;-4.28633;-9.01376;0.3185
uranus;5.0792;18.6878;0.000402577
neptune;21.6504;20.5195;-0.921066
sun;0.00307791;0.00227289;-0.00010489
jupiter;3.21125;-3.96367;-0.0520403
saturn;4.95749;-8.71625;-0.0628044
uranus;-2.05404;18.9331;0.0926067
neptune;17.3062;24.3264;-0.899287
sun;0.00722118;-0.00852273;-8.83012e-05
jupiter;-1.93697;4.83828;0.0198808
saturn;9.60033;-0.503669;-0.38301
uranus;-8.88779;16.5042;0.171595
neptune;12.3222;27.2338;-0.844257
sun;0.00893848;-0.00133504;-0.000154851
jupiter;-1.66283;-5.10294;0.0606706
saturn;4.49946;7.956;-0.310147
uranus;-14.3994;11.6378;0.225111
neptune;6.88442;29.1379;-0.758128
sun;0.00769569;-0.00944755;-0.000141661
jupiter;3.11975;3.87834;-0.0869403
saturn;-5.59672;7.20183;0.113276
uranus;-17.7;4.99194;0.244077
neptune;1.19432;29.9734;-0.644204
sun;0.0170121;-0.00107449;-0.000433371
jupiter;-5.17269;-1.80082;0.122307
saturn;-9.37527;-1.93897;0.412981
uranus;-18.2326;-2.43207;0.224888
neptune;-4.53927;29.7159;-0.50679
sun;0.00594384;0.000754767;-0.000190464
jupiter;4.85727;-1.1015;-0.101705
saturn;-3.50796;-9.35645;0.29169
uranus;-15.914;-9.47876;0.170596
neptune;-10.1083;28.3816;-0.351013
sun;0.0122807;-0.00308924;-0.000260935
jupiter;-4.46729;2.96811;0.084215
saturn;5.6792;-8.22202;-0.100797
uranus;-11.1541;-15.0798;0.090133
neptune;-15.3132;26.0253;-0.1826
sun;0.00544859;0.00236038;-9.24685e-05
jupiter;1.48559;-4.99652;-0.0089638
saturn;9.55539;0.424183;-0.396065
uranus;-4.73951;-18.4591;-0.00376039
neptune;-19.9704;22.738;-0.00765637
sun;0.00840409;-0.00930874;-0.000114707
jupiter;0.0509387;5.10186;-0.0253437
saturn;3.63688;8.37203;-0.280867
uranus;2.35297;-19.2368;-0.0972523
neptune;-23.9181;18.6429;0.167561
sun;0.0143914;0.000294598;-0.000358457
jupiter;-3.3794;-4.25798;0.0944892
saturn;-6.32665;6.62068;0.153329
uranus;9.13807;-17.4292;-0.177793
neptune;-27.0212;13.8894;0.336861
sun;0.00764935;-0.00312599;-0.000247384
jupiter;4.40379;2.2431;-0.107579
saturn;-9.20749;-2.80064;0.420117
uranus;14.7557;-13.3795;-0.235577
neptune;-29.1756;8.64815;0.494337
sun;0.0151126;0.000946193;-0.000425841
jupiter;-5.46396;0.0648334;0.119726
saturn;-2.73168;-9.64329;0.264302
uranus;18.5475;-7.66747;-0.264207
neptune;-30.3108;3.10462;0.634547
sun;0.00336761;0.00331504;-0.000131804
jupiter;4.06156;-2.98915;-0.0751165
saturn;6.31669;-7.726;-0.135284
uranus;20.0917;-1.0237;-0.260827
neptune;-30.3914;-2.54709;0.752681
sun;0.0092646;-0.00621943;-0.000177475
jupiter;-3.06078;4.29858;0.0468422
saturn;9.43467;1.25439;-0.404736
uranus;19.2171;5.74264;-0.226073
neptune;-29.4178;-8.11057;0.844707
sun;0.00870829;0.000826329;-0.000216153
jupiter;-0.448595;-5.29032;0.0350129
saturn;2.78762;8.65924;-0.250737
uranus;16.0083;11.8082;-0.163931
neptune;-27.4255;-13.3934;0.907486
sun;0.00921212;-0.00779729;-0.000250453
jupiter;2.0234;4.59458;-0.0664231
saturn;-6.96668;5.9777;0.189766
uranus;10.8102;16.4003;-0.0814807
neptune;-24.4843;-18.213;0.938866
sun;0.0162491;0.00218876;-0.000495228
jupiter;-4.65384;-2.87386;0.115914
saturn;-8.95767;-3.63206;0.42302
uranus;4.22245;18.8705;0.0113721
neptune;-20.6954;-22.4024;0.937744
sun;0.00514544;0.00119292;-0.000227596
jupiter;4.94888;0.21678;-0.109895
saturn;-1.90904;-9.84319;0.233159
uranus;-2.92694;18.7877;0.102536
neptune;-16.1887;-25.8149;0.904099
sun;0.0122047;-0.000958986;-0.00031424
jupiter;-5.06165;1.91247;0.102021
saturn;6.94453;-7.10633;-0.171466
uranus;-9.65117;16.0391;0.178997
neptune;-11.1188;-28.3297;0.839005
sun;0.00417193;0.00274719;-0.000111149
jupiter;2.61872;-4.43047;-0.036339
saturn;9.21512;2.17179;-0.41036
uranus;-14.9343;10.9119;0.228768
neptune;-5.66051;-29.8555;0.744613
sun;0.00977933;-0.00788014;-0.000198478
jupiter;-1.21781;5.02181;0.00262385
saturn;1.85039;8.90153;-0.215523
uranus;-17.9173;4.11126;0.243315
neptune;-0.0034972;-30.3338;0.62409
sun;0.013257;0.00289149;-0.000385209
jupiter;-2.33584;-4.86229;0.0745306
saturn;-7.57245;5.26403;0.226771
uranus;-18.0956;-3.33112;0.219767
neptune;5.65374;-29.7418;0.481543
sun;0.0074335;-0.0019463;-0.000267122
jupiter;3.66633;3.34124;-0.0966502
saturn;-8.63575;-4.45108;0.423026
uranus;-15.4481;-10.2559;0.161895
neptune;11.1103;-28.094;0.321893
sun;0.0134186;0.00399682;-0.000401218
jupiter;-5.36374;-1.1219;0.123063
saturn;-1.08985;-9.99237;0.201744
uranus;-10.4371;-15.6192;0.0792992
neptune;16.17;-25.4422;0.150738
sun;0.00089034;0.00362023;-6.54493e-05
jupiter;4.64726;-1.82464;-0.0933076
saturn;7.49063;-6.50179;-0.203887
uranus;-3.88292;-18.6902;-0.0150438
neptune;20.6478;-21.8752;-0.0258412
sun;0.00824391;-0.00439429;-0.000149992
jupiter;-4.0154;3.51845;0.0712818
saturn;8.94203;2.97074;-0.412097
uranus;3.22567;-19.1402;-0.107414
neptune;24.3779;-17.5161;-0.201489
sun;0.00550274;0.00183896;-0.00014324
jupiter;0.785849;-5.18671;0.00764994
saturn;0.96216;9.01793;-0.180941
uranus;9.91144;-17.03;-0.185535
neptune;27.2197;-12.5188;-0.369799
sun;0.00774675;-0.00707937;-0.000211702
jupiter;0.793502;5.01096;-0.0415691
saturn;-8.07336;4.51686;0.259116
uranus;15.3348;-12.7375;-0.239988
neptune;29.0641;-7.06306;-0.524558
sun;0.0120881;0.00356843;-0.000388295
jupiter;-3.90516;-3.80339;0.103982
saturn;-8.24507;-5.21671;0.41891
uranus;18.8652;-6.86669;-0.264812
neptune;29.8383;-1.3475;-0.66
sun;0.00154735;-0.000720456;-0.000106144
jupiter;4.70144;1.51731;-0.110577
saturn;-0.249969;-10.0473;0.16746
uranus;20.1123;-0.16219;-0.257602
neptune;29.5095;4.4176;-0.771041
sun;0.00895527;-0.00179492;-0.00020316
jupiter;-5.39687;0.755425;0.114768
saturn;7.99958;-5.78058;-0.236764
uranus;18.9376;6.56154;-0.219408
neptune;28.0869;10.0187;-0.853492
sun;0.000496073;-0.000912903;1.42242e-05
jupiter;3.59002;-3.60033;-0.0613607
saturn;8.55024;3.83473;-0.40968
uranus;15.4601;12.4838;-0.154592
neptune;25.6216;15.2475;-0.904241
sun;0.00909004;-0.0107065;-0.000153054
jupiter;-2.41649;4.63929;0.030528
saturn;-0.00937564;9.06752;-0.141177
uranus;10.0568;16.8434;-0.0706266
neptune;22.2048;19.91;-0.921394
sun;0.0108481;-5.72978e-05;-0.000301128
jupiter;-1.1716;-5.21712;0.0508737
saturn;-8.52917;3.6967;0.291551
uranus;3.35661;19.0167;0.0223447
neptune;17.9644;23.8339;-0.90436
sun;0.00751929;-0.00643324;-0.000217769
jupiter;2.68187;4.20883;-0.079268
saturn;-7.77962;-5.96711;0.411798
uranus;-3.78997;18.6085;0.112142
neptune;13.0592;26.8756;-0.853854
sun;0.0130221;0.000938045;-0.000336149
jupiter;-4.99482;-2.25834;0.120406
saturn;0.588752;-10.0549;0.132988
uranus;-10.3873;15.5517;0.185827
neptune;7.67242;28.9261;-0.771857
sun;0.00181452;-0.00193517;-1.41215e-05
jupiter;4.92927;-0.545078;-0.105434
saturn;8.43917;-5.08478;-0.266074
uranus;-15.4308;10.1834;0.231749
neptune;2.00403;29.9143;-0.661521
sun;0.0115542;-0.00733735;-0.000170335
jupiter;-4.74921;2.5431;0.0918682
saturn;8.13613;4.57517;-0.404394
uranus;-18.0957;3.25166;0.241962
neptune;-3.73748;29.8101;-0.527027
sun;0.0079916;-0.00121763;-0.000155974
jupiter;1.981;-4.79067;-0.0202005
saturn;-0.894912;9.01209;-0.103801
uranus;-17.9289;-4.18802;0.214316
neptune;-9.34323;28.6237;-0.373404
sun;0.0127642;-0.00850816;-0.000288256
jupiter;-0.481014;5.10999;-0.0142746
saturn;-8.86932;2.88469;0.318334
uranus;-14.9675;-10.9787;0.153247
neptune;-14.6119;26.4048;-0.206315
sun;0.0146787;0.00381463;-0.000413587
jupiter;-2.95118;-4.54108;0.086737
saturn;-7.26208;-6.63382;0.400833
uranus;-9.72379;-16.1039;0.0687846
neptune;-19.357;23.2398;-0.0318311
sun;0.00534355;-0.00183766;-0.000149422
jupiter;4.13935;2.71602;-0.103985
saturn;1.42184;-9.95733;0.09658
uranus;-3.04758;-18.8736;-0.0258018
neptune;-23.4132;19.2476;0.143784
sun;0.0122436;-0.000202333;-0.000257791
jupiter;-5.4519;-0.438717;0.121623
saturn;8.81422;-4.27925;-0.294649
uranus;4.06478;-19.0058;-0.116883
neptune;-26.6413;14.5747;0.314314
sun;0.00307308;-0.000788852;-3.91267e-05
jupiter;4.34206;-2.53937;-0.0827478
saturn;7.59012;5.35566;-0.394153
uranus;10.6444;-16.6046;-0.192513
neptune;-28.9327;9.38915;0.473795
sun;0.0130727;-0.00794833;-0.000272311
jupiter;-3.47418;3.99578;0.0565567
saturn;-1.85102;8.87567;-0.0616851
uranus;15.8714;-12.0812;-0.243649
neptune;-30.2121;3.87509;0.616705
sun;0.0116564;0.00290542;-0.000363098
jupiter;0.0600729;-5.28488;0.0243758
saturn;-9.15882;2.00433;0.344695
uranus;19.1414;-6.06277;-0.264736
neptune;-30.4394;-1.77405;0.738139
sun;0.00946803;-0.00408087;-0.000303016
jupiter;1.51995;4.80581;-0.0568574
saturn;-6.67479;-7.28362;0.3869
uranus;20.0941;0.691521;-0.253788
neptune;-29.6099;-7.36174;0.833952
sun;0.0125155;0.00434465;-0.000375856
jupiter;-4.37613;-3.27698;0.111738
saturn;2.24732;-9.81839;0.0602132
uranus;18.6235;7.36181;-0.212259
neptune;-27.7547;-12.6947;0.900879
sun;0.00173331;-0.0013303;-5.97178e-05
jupiter;4.87724;0.779198;-0.110646
saturn;9.12238;-3.51394;-0.319627
uranus;14.8817;13.1309;-0.144876
neptune;-24.9391;-17.5885;0.936634
sun;0.0120403;-0.00463957;-0.000254266
jupiter;-5.23721;1.43763;0.107657
saturn;7.04223;6.00554;-0.381848
uranus;9.27943;17.2506;-0.059436
neptune;-21.2603;-21.8738;0.939971
sun;0.00697731;-4.14849e-06;-0.000211806
jupiter;3.05657;-4.10481;-0.0469265
saturn;-2.7039;8.65177;-0.023035
uranus;2.47609;19.1202;0.0335792
neptune;-16.8444;-25.401;0.910723
sun;0.0135014;-0.00629246;-0.000381598
jupiter;-1.73299;4.90132;0.0138698
saturn;-9.34055;1.15869;0.365325
uranus;-4.65624;18.3812;0.121862
neptune;-11.843;-28.0456;0.849822
sun;0.0126757;0.00600635;-0.000430236
jupiter;-1.84686;-5.04224;0.0650633
saturn;-6.06133;-7.8376;0.37
uranus;-11.1133;15.0141;0.192577
neptune;-6.4284;-29.7121;0.759276
sun;0.00508861;-0.00159721;-0.00017846
jupiter;3.28897;3.7332;-0.0903848
saturn;3.04022;-9.5802;0.0231906
uranus;-15.9028;9.40838;0.234419
neptune;-0.788435;-30.3374;0.642118
sun;0.0112361;0.00181278;-0.000270183
jupiter;-5.23689;-1.61296;0.122514
saturn;9.34634;-2.65599;-0.342675
uranus;-18.237;2.35619;0.240065
neptune;4.87948;-29.8937;0.502325
sun;0.00219322;-0.000895015;-4.32986e-05
jupiter;4.80868;-1.31098;-0.0987879
saturn;6.35832;6.66939;-0.363924
uranus;-17.7183;-5.06376;0.208152
neptune;10.3745;-28.3904;0.34472
sun;0.0133764;-0.00544971;-0.000311791
jupiter;-4.34587;3.12825;0.0796203
saturn;-3.60884;8.33538;0.0198291
uranus;-14.4442;-11.7;0.143846
neptune;15.4995;-25.8741;0.174813
sun;0.00919608;0.0047121;-0.000324057
jupiter;1.28779;-5.05766;-0.00339985
saturn;-9.45984;0.252027;0.384914
uranus;-8.97577;-16.5681;0.057645
neptune;20.0677;-22.4284;-0.00137577
sun;0.00852186;-0.00262691;-0.000274814
jupiter;0.25355;5.0927;-0.0306936
saturn;-5.37593;-8.36831;0.350028
uranus;-2.19135;-19.0257;-0.0370742
neptune;23.9102;-18.1718;-0.177518
sun;0.00904786;0.00618768;-0.00028069
jupiter;-3.53792;-4.13387;0.0976487
saturn;3.82717;-9.301;-0.0137849
uranus;4.90642;-18.8383;-0.126719
neptune;26.8828;-13.2542;-0.347202
sun;-0.000624636;-0.00224514;2.68374e-05
jupiter;4.48728;2.05193;-0.108251
saturn;9.51409;-1.84701;-0.362405
uranus;11.3615;-16.1502;-0.199642
neptune;28.8715;-7.85163;-0.504178
sun;0.00969504;-0.00361517;-0.000185065
jupiter;-5.45894;0.25306;0.118163
saturn;5.70189;7.20276;-0.345143
uranus;16.3776;-11.4049;-0.247262
neptune;29.7981;-2.16046;-0.64261
sun;0.0034818;-0.0011338;-0.000113337
jupiter;3.94238;-3.16491;-0.0706725
saturn;-4.3899;7.95874;0.0579158
uranus;19.378;-5.25103;-0.264449
neptune;29.6241;3.61029;-0.757306
sun;0.0114976;-0.00649906;-0.000314012
jupiter;-2.88926;4.40034;0.0414111
saturn;-9.48334;-0.593147;0.398876
uranus;20.0326;1.53999;-0.249637
neptune;28.3527;9.24696;-0.843943
sun;0.00817937;0.00452724;-0.000291598
jupiter;-0.643168;-5.27839;0.0400813
saturn;-4.68943;-8.7997;0.328015
uranus;18.2671;8.14402;-0.204706
neptune;26.029;14.5401;-0.899246
sun;0.00315399;-0.00525623;-7.96818e-05
jupiter;2.2115;4.49677;-0.0706144
saturn;4.55878;-8.93717;-0.050281
uranus;14.2667;13.748;-0.134789
neptune;22.7387;19.2929;-0.921135
sun;0.00883871;-0.00102513;-0.000169639
jupiter;-4.75887;-2.71438;0.11746
saturn;9.58307;-0.97198;-0.379215
uranus;8.47497;17.6178;-0.0480207
neptune;18.6045;23.3297;-0.908822
sun;0.00145066;-0.00633652;2.26326e-05
jupiter;4.95265;0.00383797;-0.108234
saturn;4.9134;7.71845;-0.320471
uranus;1.58158;19.1788;0.044887
neptune;13.7815;26.5023;-0.86284
sun;0.0144159;-0.00831932;-0.000302675
jupiter;-4.98508;2.08311;0.0985558
saturn;-5.20265;7.47763;0.0995446
uranus;-5.51902;18.1101;0.131464
neptune;8.44966;28.6964;-0.784998
sun;0.00909524;0.000670548;-0.000276483
jupiter;2.446;-4.53954;-0.0310282
saturn;-9.43104;-1.49477;0.411162
uranus;-11.818;14.4408;0.199022
neptune;2.80728;29.8356;-0.678298
sun;0.0113334;-0.00603567;-0.000281037
jupiter;-1.02975;5.05542;-0.00261264
saturn;-3.92585;-9.20049;0.30274
uranus;-16.3403;8.6121;0.236693
neptune;-2.93768;29.8836;-0.546795
sun;0.0104901;0.00353306;-0.000254985
jupiter;-2.50996;-4.78437;0.0785168
saturn;5.28852;-8.52861;-0.086785
uranus;-18.3383;1.45826;0.237803
neptune;-8.57573;28.8451;-0.395413
sun;0.00347523;-0.00604259;-5.2806e-06
jupiter;3.79111;3.18382;-0.0985811
saturn;9.6096;-0.143552;-0.393109
uranus;-17.4722;-5.92322;0.201764
neptune;-13.9039;26.7644;-0.229746
sun;0.0138934;-0.00401977;-0.000250282
jupiter;-5.39612;-0.949924;0.122636
saturn;4.17522;8.12237;-0.295986
uranus;-13.8974;-12.391;0.134429
neptune;-18.733;23.723;-0.0558336
sun;0.00720868;-0.00227051;-0.00017579
jupiter;4.58275;-2.01758;-0.090127
saturn;-5.88655;6.97286;0.135724
uranus;-8.22032;-16.9945;0.0467251
neptune;-22.8943;19.8358;0.120069
sun;0.0161361;-0.00469669;-0.00041087
jupiter;-3.8778;3.64763;0.0665188
saturn;-9.30433;-2.3066;0.418373
uranus;-1.34281;-19.1382;-0.0478857
neptune;-26.2444;15.2457;0.291719
sun;0.00992326;0.00606623;-0.000323383
jupiter;0.606022;-5.21889;0.0126898
saturn;-3.1903;-9.49504;0.276505
uranus;5.7298;-18.6352;-0.136002
neptune;-28.6703;10.1187;0.4531
sun;0.00674561;-0.00392255;-0.000157586
jupiter;0.988265;4.96853;-0.04635
saturn;5.93862;-8.04412;-0.121749
uranus;12.0531;-15.6697;-0.206236
neptune;-30.092;4.63707;0.598611
sun;0.0103257;0.00189691;-0.000227407
jupiter;-4.03356;-3.67597;0.106376
saturn;9.52157;0.730569;-0.403309
uranus;16.8529;-10.7135;-0.250384
neptune;-30.4643;-1.00633;0.72325
sun;0.00355294;-0.00508313;-6.42174e-05
jupiter;4.75762;1.32879;-0.110486
saturn;3.31115;8.48315;-0.265746
uranus;19.5815;-4.43566;-0.263778
neptune;-29.778;-6.61494;0.822757
sun;0.0159398;-0.00411717;-0.00040722
jupiter;-5.36236;0.930374;0.112302
saturn;-6.58285;6.36323;0.174362
uranus;19.9391;2.38055;-0.245248
neptune;-28.0596;-11.9945;0.893747
sun;0.00818896;0.0030327;-0.000320941
jupiter;3.4573;-3.73575;-0.056945
saturn;-9.09741;-3.16474;0.423237
uranus;17.8833;8.90711;-0.197058
neptune;-25.3696;-16.9589;0.933797
sun;0.0117268;-0.00316396;-0.00035291
jupiter;-2.25742;4.7155;0.0256249
saturn;-2.38023;-9.75496;0.246854
uranus;13.6318;14.3357;-0.124714
neptune;-21.8014;-21.3364;0.941521
sun;0.00833454;0.00567272;-0.000268346
jupiter;-1.34905;-5.17813;0.0552087
saturn;6.58466;-7.51834;-0.1567
uranus;7.6603;17.9469;-0.0366901
neptune;-17.4774;-24.9746;0.916611
sun;0.0035935;-0.00569326;-6.56119e-05
jupiter;2.82641;4.10347;-0.0822103
saturn;9.39965;1.54941;-0.410831
uranus;0.687608;19.1923;0.0560412
neptune;-12.5462;-27.7455;0.859858
sun;0.0131261;-0.001666;-0.000308702
jupiter;-5.06308;-2.10599;0.120994
saturn;2.51532;8.73969;-0.236517
uranus;-6.37071;17.7908;0.140902
neptune;-7.17752;-29.5493;0.77313
sun;0.00634328;-0.00191208;-0.000218084
jupiter;4.91283;-0.729879;-0.103651
saturn;-7.15304;5.74947;0.207453
